2021-08-06 08:39:51,021-INFO:start training on dataset user:4442, item:5351, project:200
2021-08-06 09:19:27,810-WARNING:method level => top 7 : best suc 0.451429, best pre 0.095510,  best recall 0.095058
2021-08-06 09:19:27,811-WARNING:project level => top 7 : best suc 0.434918, best pre 0.087864,  best recall 0.088364
2021-08-06 09:19:27,814-WARNING:method level => top 8 : best suc 0.468571, best pre 0.086429,  best recall 0.097856
2021-08-06 09:19:27,814-WARNING:project level => top 8 : best suc 0.460607, best pre 0.080092,  best recall 0.091022
2021-08-06 09:19:27,817-WARNING:method level => top 9 : best suc 0.485714, best pre 0.085079,  best recall 0.106452
2021-08-06 09:19:27,817-WARNING:project level => top 9 : best suc 0.481221, best pre 0.080065,  best recall 0.101241
2021-08-06 09:19:27,820-WARNING:method level => top 10 : best suc 0.491429, best pre 0.077714,  best recall 0.107952
2021-08-06 09:19:27,820-WARNING:project level => top 10 : best suc 0.484145, best pre 0.072590,  best recall 0.101976
2021-08-06 09:19:27,823-WARNING:method level => top 11 : best suc 0.514286, best pre 0.074286,  best recall 0.111418
2021-08-06 09:19:27,823-WARNING:project level => top 11 : best suc 0.507003, best pre 0.068344,  best recall 0.104026
2021-08-06 09:19:27,826-WARNING:method level => top 12 : best suc 0.525714, best pre 0.070476,  best recall 0.114988
2021-08-06 09:19:27,826-WARNING:project level => top 12 : best suc 0.518168, best pre 0.066069,  best recall 0.108906
2021-08-06 09:19:27,829-WARNING:method level => top 13 : best suc 0.531429, best pre 0.066374,  best recall 0.119103
2021-08-06 09:19:27,829-WARNING:project level => top 13 : best suc 0.518168, best pre 0.062408,  best recall 0.111170
2021-08-06 09:19:27,832-WARNING:method level => top 14 : best suc 0.548571, best pre 0.062857,  best recall 0.124455
2021-08-06 09:19:27,832-WARNING:project level => top 14 : best suc 0.534469, best pre 0.058787,  best recall 0.115339
2021-08-06 09:19:27,835-WARNING:method level => top 15 : best suc 0.565714, best pre 0.062095,  best recall 0.132898
2021-08-06 09:19:27,835-WARNING:project level => top 15 : best suc 0.544337, best pre 0.058223,  best recall 0.121667
2021-08-06 09:19:27,838-WARNING:method level => top 16 : best suc 0.582857, best pre 0.059643,  best recall 0.136200
2021-08-06 09:19:27,838-WARNING:project level => top 16 : best suc 0.570653, best pre 0.056942,  best recall 0.126486
2021-08-06 09:19:27,841-WARNING:method level => top 17 : best suc 0.582857, best pre 0.058824,  best recall 0.141044
2021-08-06 09:19:27,841-WARNING:project level => top 17 : best suc 0.570653, best pre 0.054811,  best recall 0.133272
2021-08-06 09:19:27,844-WARNING:method level => top 18 : best suc 0.588571, best pre 0.055873,  best recall 0.142007
2021-08-06 09:19:27,844-WARNING:project level => top 18 : best suc 0.572846, best pre 0.054384,  best recall 0.139049
2021-08-06 09:19:27,847-WARNING:method level => top 19 : best suc 0.594286, best pre 0.055940,  best recall 0.147034
2021-08-06 09:19:27,847-WARNING:project level => top 19 : best suc 0.575185, best pre 0.052676,  best recall 0.140350
2021-08-06 09:19:27,850-WARNING:method level => top 20 : best suc 0.605714, best pre 0.054571,  best recall 0.151479
2021-08-06 09:19:27,850-WARNING:project level => top 20 : best suc 0.582422, best pre 0.053442,  best recall 0.146711
2021-08-06 09:19:27,859-INFO:MAP: 0.052454
2021-08-06 09:27:34,384-INFO:test start. test set size: 175
2021-08-06 09:27:34,468-INFO:test end time: 0.08430194854736328s
2021-08-06 09:27:34,473-WARNING:method level => top 1 : best suc 0.182857, best pre 0.182857,  best recall 0.029486
2021-08-06 09:27:34,473-WARNING:project level => top 1 : best suc 0.169583, best pre 0.169583,  best recall 0.028944
2021-08-06 09:27:34,476-WARNING:method level => top 2 : best suc 0.257143, best pre 0.131429,  best recall 0.040294
2021-08-06 09:27:34,476-WARNING:project level => top 2 : best suc 0.251079, best pre 0.126736,  best recall 0.039418
2021-08-06 09:27:34,480-WARNING:method level => top 3 : best suc 0.354286, best pre 0.139048,  best recall 0.059827
2021-08-06 09:27:34,480-WARNING:project level => top 3 : best suc 0.340690, best pre 0.123679,  best recall 0.053901
2021-08-06 09:27:34,483-WARNING:method level => top 4 : best suc 0.388571, best pre 0.122857,  best recall 0.069457
2021-08-06 09:27:34,483-WARNING:project level => top 4 : best suc 0.376125, best pre 0.107359,  best recall 0.061919
2021-08-06 09:27:34,486-WARNING:method level => top 5 : best suc 0.440000, best pre 0.105143,  best recall 0.074696
2021-08-06 09:27:34,487-WARNING:project level => top 5 : best suc 0.411220, best pre 0.100570,  best recall 0.073700
2021-08-06 09:27:34,490-WARNING:method level => top 6 : best suc 0.445714, best pre 0.100000,  best recall 0.084041
2021-08-06 09:27:34,490-WARNING:project level => top 6 : best suc 0.424475, best pre 0.096173,  best recall 0.082447
2021-08-06 09:27:34,493-WARNING:method level => top 7 : best suc 0.451429, best pre 0.095510,  best recall 0.095058
2021-08-06 09:27:34,493-WARNING:project level => top 7 : best suc 0.434918, best pre 0.087864,  best recall 0.088364
2021-08-06 09:27:34,496-WARNING:method level => top 8 : best suc 0.474286, best pre 0.086429,  best recall 0.097856
2021-08-06 09:27:34,496-WARNING:project level => top 8 : best suc 0.463092, best pre 0.080092,  best recall 0.091022
2021-08-06 09:27:34,499-WARNING:method level => top 9 : best suc 0.502857, best pre 0.085079,  best recall 0.106452
2021-08-06 09:27:34,499-WARNING:project level => top 9 : best suc 0.481221, best pre 0.080065,  best recall 0.101241
2021-08-06 09:27:34,502-WARNING:method level => top 10 : best suc 0.514286, best pre 0.078286,  best recall 0.111678
2021-08-06 09:27:34,502-WARNING:project level => top 10 : best suc 0.484145, best pre 0.072590,  best recall 0.102893
2021-08-06 09:27:34,505-WARNING:method level => top 11 : best suc 0.542857, best pre 0.074286,  best recall 0.117837
2021-08-06 09:27:34,505-WARNING:project level => top 11 : best suc 0.512926, best pre 0.068452,  best recall 0.110885
2021-08-06 09:27:34,508-WARNING:method level => top 12 : best suc 0.560000, best pre 0.071429,  best recall 0.123833
2021-08-06 09:27:34,508-WARNING:project level => top 12 : best suc 0.524037, best pre 0.066069,  best recall 0.115583
2021-08-06 09:27:34,511-WARNING:method level => top 13 : best suc 0.565714, best pre 0.070330,  best recall 0.130338
2021-08-06 09:27:34,511-WARNING:project level => top 13 : best suc 0.529301, best pre 0.064531,  best recall 0.122213
2021-08-06 09:27:34,514-WARNING:method level => top 14 : best suc 0.565714, best pre 0.066122,  best recall 0.131047
2021-08-06 09:27:34,514-WARNING:project level => top 14 : best suc 0.534469, best pre 0.060533,  best recall 0.122762
2021-08-06 09:27:34,517-WARNING:method level => top 15 : best suc 0.571429, best pre 0.062476,  best recall 0.133428
2021-08-06 09:27:34,517-WARNING:project level => top 15 : best suc 0.544337, best pre 0.058223,  best recall 0.125503
2021-08-06 09:27:34,519-WARNING:method level => top 16 : best suc 0.582857, best pre 0.062143,  best recall 0.139106
2021-08-06 09:27:34,519-WARNING:project level => top 16 : best suc 0.570653, best pre 0.056942,  best recall 0.129101
2021-08-06 09:27:34,522-WARNING:method level => top 17 : best suc 0.582857, best pre 0.061513,  best recall 0.146652
2021-08-06 09:27:34,522-WARNING:project level => top 17 : best suc 0.570653, best pre 0.054811,  best recall 0.133522
2021-08-06 09:27:34,525-WARNING:method level => top 18 : best suc 0.588571, best pre 0.059048,  best recall 0.150176
2021-08-06 09:27:34,525-WARNING:project level => top 18 : best suc 0.572846, best pre 0.054384,  best recall 0.139049
